model,task_id,suite_split,construction_split,hard3,lift_type,feature_family,entanglement_primary,entanglement_level,has_run_json,has_result_json,submission_file_count,usable_submission,functional_pass,first_failure_stage,run_status,freeze_id,agent_docker_image,eval_docker_image,build_pass,public_pass,hidden_pass,isolation_pass,rres,extraction_ratio,copied_fraction,copied_loc,submitted_loc,reference_loc,compactness_class,artifact_fail,process_tve,process_invalid_encrypted,process_timeout,process_promoted_process,process_context_violation,process_usage_unverified,process_usage_source,process_api_calls,process_assistant_steps,process_prompt_tokens,process_completion_tokens,process_total_tokens,process_effective_uncached_prompt_tokens,process_incremental_tokens,process_prompt_cache_accounting,process_duration_seconds,process_detail,process_flags
gpt-oss-120b,astroid__nodes_core__001,python150,core100,False,Adapted,parse_tokenize_decode,data_model_coupling,high,True,True,1,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,0.007551,0.007551,0.02381,3,126,16687,non_functional,True,True,False,False,False,False,False,usage.json,10,7,129187,7059,136246,,,False,53.432809,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 566 (char 565). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,attrs__validators_core__001,python150,core100,False,Direct,validate_normalize_construct,data_model_coupling,high,True,True,2,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,0.065134,0.065134,0.015686,4,255,3915,non_functional,True,True,False,False,False,False,False,usage.json,21,17,339223,11539,350762,,,False,84.90244,Error validating tool 'terminal': Invalid \escape: line 1 column 782 (char 781). Arguments: unparseable JSON,"[""tool_validation_error"", ""tve""]"
gpt-oss-120b,babel__plural_core__001,python150,core100,False,Adapted,cache_retry_policy,third_party_dependency_coupling,high,True,True,1,True,False,hidden_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,False,True,0.18047,0.18047,0.219178,64,292,1618,non_functional,True,True,False,False,False,False,False,usage.json,113,99,2856690,54035,2910725,,,False,421.560977,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 334 (char 333). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,bidict__bidirectional_map_core__001,python150,core100,False,Direct,algorithm_data_structure,data_model_coupling,high,True,True,2,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.196395,0.196395,0.0,0,207,1054,compact_pass,False,True,False,False,False,False,False,usage.json,11,8,159610,8131,167741,,,False,61.912994,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 1118 (char 1117). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,bleach__sanitize_core__001,python150,core100,False,Adapted,validate_normalize_construct,parser_state_coupling,high,True,True,3,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,True,True,0.014426,0.014426,0.358586,71,198,13725,non_functional,True,True,False,False,False,False,False,usage.json,16,12,304220,7745,311965,,,False,64.592472,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 1009 (char 1008). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,blinker__signal_registry_core__001,python150,core100,False,Direct,registry_plugin_dispatch,framework_coupling,high,True,True,1,True,False,build_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,False,False,False,False,10.205882,10.205882,0.083573,29,347,34,non_functional,True,True,False,False,False,False,False,usage.json,127,105,3842879,76648,3919527,,,False,576.178028,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 859 (char 858). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,boltons__iterutils_core__001,python150,core100,False,Adapted,algorithm_data_structure,data_model_coupling,high,True,True,3,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.237903,0.237903,0.440678,130,295,1240,compact_pass,False,True,False,False,False,False,False,usage.json,30,20,586801,11493,598294,,,False,92.249065,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 913 (char 912). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,build__pyproject_backend_core__hard3_001,python150,hard50,True,Adapted,validate_normalize_construct,data_model_coupling,high,True,True,2,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,True,True,1.877551,1.877551,0.043478,4,92,49,non_functional,True,True,False,False,False,False,False,usage.json,12,9,169746,5040,174786,,,False,47.720897,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 918 (char 917). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,cachetools__cache_eviction_core__001,python150,core100,False,Direct,cache_retry_policy,data_model_coupling,high,True,True,5,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.844111,0.844111,0.4829,353,731,866,functional_mixed_footprint,False,True,False,False,False,False,False,usage.json,157,120,3469525,65348,3534873,,,False,499.998024,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 575 (char 574). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,cattrs__structure_core__001,python150,core100,False,Direct,serialize_format_render,data_model_coupling,high,True,True,4,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,0.10544,0.10544,0.031847,10,314,2978,non_functional,True,True,False,False,False,False,False,usage.json,19,16,357283,13086,370369,,,False,97.919257,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 741 (char 740). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,celery__signal_dispatch_core__hard3_001,python150,hard50,True,Adapted,registry_plugin_dispatch,framework_coupling,high,True,True,3,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,4.447761,4.447761,0.07047,21,298,67,non_functional,True,True,False,False,False,False,False,usage.json,29,25,615006,12965,627971,,,False,97.241702,"Error validating tool 'file_editor': Expecting ',' delimiter: line 1 column 2493 (char 2492). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,cerberus__schema_validate_core__001,python150,core100,False,Direct,validate_normalize_construct,data_model_coupling,high,True,True,2,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,0.074902,0.074902,0.0,0,191,2550,non_functional,True,True,False,False,False,False,False,usage.json,17,12,295404,10714,306118,,,False,80.53533,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 1387 (char 1386). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,chameleon__template_compile_core__001,python150,core100,False,Adapted,serialize_format_render,parser_state_coupling,high,True,True,1,True,False,build_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,False,False,False,False,0.000731,0.000731,0.0,0,4,5473,non_functional,True,False,False,False,False,False,False,usage.json,8,7,91120,6759,97879,,,False,50.384033,passed,[]
gpt-oss-120b,click__lazy_command_core__hard3_001,python150,hard50,True,Adapted,registry_plugin_dispatch,framework_coupling,high,True,True,1,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,0.880952,0.880952,0.0,0,74,84,non_functional,True,True,False,False,False,False,False,usage.json,18,13,250376,4484,254860,,,False,43.405972,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 1019 (char 1018). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,click__option_parser__001,python150,core100,False,Adapted,parse_tokenize_decode,framework_coupling,high,True,True,20,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,False,1.004165,1.004165,0.995852,7683,7715,7683,non_functional,True,True,False,True,True,False,False,usage.json,50,42,830336,23596,853932,,,False,3590.35464,"Error validating tool 'file_editor': Expecting ',' delimiter: line 1 column 1781 (char 1780). Arguments: unparseable JSON","[""promoted_process_failure"", ""timeout"", ""tool_validation_error"", ""tve""]"
gpt-oss-120b,configobj__roundtrip_config_core__001,python150,core100,False,Direct,config_resolve_discover,config_environment_coupling,high,True,True,3,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,0.222222,0.222222,0.31994,215,672,3024,non_functional,True,True,False,False,False,False,False,usage.json,33,28,1097994,27227,1125221,,,False,205.685931,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 1190 (char 1189). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,cookiecutter__repo_finder_core__hard3_001,python150,hard50,True,Composite,config_resolve_discover,resource_coupling,high,True,True,1,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,1.078652,1.078652,0.03125,3,96,89,non_functional,True,True,False,False,False,False,False,usage.json,153,120,2721082,35270,2756352,,,False,341.439191,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 768 (char 767). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,coverage__config_merge_core__001,python150,core100,False,Adapted,config_resolve_discover,config_environment_coupling,high,True,True,1,True,False,hidden_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,False,True,0.154054,0.154054,0.023392,4,171,1110,non_functional,True,True,False,False,False,False,False,usage.json,47,37,946404,17240,963644,,,False,135.888596,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 112 (char 111). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,coverage__glob_matcher_core__001,python150,core100,False,Direct,config_resolve_discover,resource_coupling,high,True,True,3,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.138479,0.138479,0.172131,21,122,881,compact_pass,False,True,False,False,False,False,False,usage.json,21,16,383409,6224,389633,,,False,55.646754,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 649 (char 648). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,coverage__path_remap_core__001,python150,core100,False,Adapted,config_resolve_discover,resource_coupling,high,True,True,3,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.214529,0.214529,0.248677,47,189,881,compact_pass,False,True,False,False,False,False,False,usage.json,61,50,1684040,26297,1710337,,,False,206.767521,"Error validating tool 'file_editor': 2 validation errors for FileEditorAction
command
  Input should be 'view', 'create', 'str_replace', 'insert' or 'undo_edit' [type=literal_error, input_value='grep -n ""result.rstrip"" ...elifted/path_alias","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,coverage__report_core__001,python150,core100,False,Adapted,serialize_format_render,config_environment_coupling,high,True,True,4,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,True,True,0.094067,0.094067,0.298755,72,241,2562,non_functional,True,True,False,False,False,False,False,usage.json,17,14,364115,10911,375026,,,False,87.721382,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'summary']","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,coverage__source_selection_core__001,python150,core100,False,Adapted,config_resolve_discover,config_environment_coupling,high,True,True,2,True,False,hidden_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,False,True,0.083785,0.083785,0.223529,38,170,2029,non_functional,True,True,False,False,False,False,False,usage.json,51,45,1042138,17626,1059764,,,False,143.564485,"Error validating tool 'file_editor': 1 validation error for FileEditorAction
range
  Extra inputs are not permitted [type=extra_forbidden, input_value=[1, 200], input_type=list]
    For further information visit https://errors.pydantic.dev/","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,croniter__cron_parse_core__001,python150,core100,False,Direct,protocol_state_transition,parser_state_coupling,high,True,True,2,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,0.257516,0.257516,0.0,0,197,765,non_functional,True,True,False,False,False,False,False,usage.json,16,9,274375,12760,287135,,,False,89.640897,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 800 (char 799). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,dataclasses_json__serde_core__001,python150,core100,False,Direct,serialize_format_render,data_model_coupling,high,True,True,3,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,0.20217,0.20217,0.043902,9,205,1014,non_functional,True,True,False,False,False,False,False,usage.json,73,59,1896698,38030,1934728,,,False,280.97358,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 487 (char 486). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,dateutil__zone_resolver_core__hard3_001,python150,hard50,True,Composite,resource_metadata_loading,resource_coupling,high,True,True,1,True,False,hidden_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,False,True,1.686567,1.686567,0.0,0,113,67,non_functional,True,True,False,False,False,False,False,usage.json,59,51,1528600,13362,1541962,,,False,128.207219,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 1088 (char 1087). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,decorator__signature_preserving_core__001,python150,core100,False,Direct,workflow_session_orchestration,data_model_coupling,high,True,True,2,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,True,True,8.823529,8.823529,0.24,36,150,17,non_functional,True,True,False,False,False,False,False,usage.json,13,8,204497,5754,210251,,,False,48.846168,"Error validating tool 'file_editor': Expecting ',' delimiter: line 1 column 1198 (char 1197). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,deepdiff__deep_compare_core__001,python150,core100,False,Direct,algorithm_data_structure,data_model_coupling,high,True,True,3,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,0.045909,0.045909,0.634969,207,326,7101,non_functional,True,True,False,False,False,False,False,usage.json,18,12,335629,11435,347064,,,False,83.332747,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 981 (char 980). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,diskcache__eviction_policy_core__hard3_001,python150,hard50,True,Composite,cache_retry_policy,resource_coupling,high,True,True,2,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.325,1.325,0.0,0,106,80,copy_heavy_pass,False,True,False,False,False,False,False,usage.json,21,19,361033,5722,366755,,,False,52.95256,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 772 (char 771). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,distlib__wheel_metadata_core__hard3_001,python150,hard50,True,Adapted,resource_metadata_loading,resource_coupling,high,True,True,1,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,3.1,3.1,0.0,0,93,30,copy_heavy_pass,False,True,False,False,False,False,False,usage.json,78,66,1377832,15329,1393161,,,False,147.175878,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 534 (char 533). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,dynaconf__settings_merge_core__001,python150,core100,False,Adapted,config_resolve_discover,config_environment_coupling,high,True,True,1,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,True,True,0.017089,0.017089,0.155963,34,218,12757,non_functional,True,True,False,False,False,False,False,usage.json,29,26,759254,20967,780221,,,False,156.677765,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 954 (char 953). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,email_validator__validate_core__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,6,True,False,isolation_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,False,1.024927,1.024927,0.958512,670,699,682,non_functional,True,True,False,False,False,False,False,usage.json,60,43,2019918,32699,2052617,,,False,322.094294,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 557 (char 556). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,environs__typed_env_core__001,python150,core100,False,Direct,config_resolve_discover,config_environment_coupling,high,True,True,1,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.466581,0.466581,0.024793,9,363,778,compact_pass,False,True,False,False,False,False,False,usage.json,32,27,844527,16539,861066,,,False,162.588842,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 1025 (char 1024). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,faker__provider_core__001,python150,core100,False,Direct,resource_metadata_loading,resource_coupling,high,True,True,2,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,0.007492,0.007492,0.0625,7,112,14950,non_functional,True,True,False,False,False,False,False,usage.json,12,8,181926,4198,186124,,,False,39.363343,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 572 (char 571). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,filelock__reentrant_lock_core__001,python150,core100,False,Adapted,workflow_session_orchestration,resource_coupling,high,True,True,2,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,True,True,5.645161,5.645161,0.0,0,175,31,non_functional,True,True,False,False,False,False,False,usage.json,18,14,302693,9182,311875,,,False,71.563688,"Error validating tool 'file_editor': Expecting ',' delimiter: line 1 column 1896 (char 1895). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,flake8__plugin_options_core__hard3_001,python150,hard50,True,Composite,registry_plugin_dispatch,framework_coupling,high,True,True,2,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,2.289474,2.289474,0.0,0,174,76,non_functional,True,True,False,False,False,False,False,usage.json,14,12,235514,6979,242493,,,False,57.357213,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'summary']","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,flask__route_dispatch_core__001,python150,core100,False,Adapted,registry_plugin_dispatch,framework_coupling,high,True,True,1,True,False,build_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,False,False,False,False,3.25,3.25,0.064103,10,156,48,non_functional,True,True,False,False,False,False,False,usage.json,18,12,493784,10138,503922,,,False,84.403102,Error validating tool 'terminal': Failed to provide security_risk field in tool 'terminal'. Parameters provided: ['command'],"[""tool_validation_error"", ""tve""]"
gpt-oss-120b,fs__url_opener_core__hard3_001,python150,hard50,True,Adapted,registry_plugin_dispatch,resource_coupling,high,True,True,5,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,1.482353,1.482353,0.0,0,126,85,non_functional,True,True,False,False,False,False,False,usage.json,29,25,498305,12398,510703,,,False,90.865749,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 762 (char 761). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,fsspec__url_chain_core__hard3_001,python150,hard50,True,Adapted,config_resolve_discover,resource_coupling,high,True,True,2,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,1.573034,1.573034,0.0,0,140,89,non_functional,True,True,False,False,False,False,False,usage.json,19,15,369136,7672,376808,,,False,65.943713,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 969 (char 968). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,glom__spec_eval_core__hard3_001,python150,hard50,True,Adapted,algorithm_data_structure,parser_state_coupling,high,True,True,4,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,3.823529,3.823529,0.0,0,195,51,non_functional,True,True,False,False,False,False,False,usage.json,19,13,347053,10480,357533,,,False,80.543344,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 435 (char 434). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,h11__message_parse_core__001,python150,core100,False,Direct,protocol_state_transition,parser_state_coupling,high,True,True,11,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.000681,1.000681,0.997279,1466,1470,1469,copy_heavy_pass,False,True,False,False,False,False,False,usage.json,38,35,832583,9428,842011,,,False,82.059205,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'view_range']","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,h2__frame_parse_core__001,python150,core100,False,Adapted,protocol_state_transition,parser_state_coupling,high,True,True,7,True,False,hidden_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,False,True,0.257473,0.257473,0.11985,32,267,1037,non_functional,True,False,False,False,False,False,False,usage.json,55,51,1346147,23977,1370124,,,False,222.108161,passed,[]
gpt-oss-120b,hatch__project_metadata_core__hard3_001,python150,hard50,True,Adapted,resource_metadata_loading,data_model_coupling,high,True,False,0,False,False,missing_submission,missing_submission,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,,,,,,,,,,,,False,True,False,False,True,False,False,usage.json,13,9,143698,1261,144959,,,False,21.720725,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 332 (char 331). Arguments: unparseable JSON","[""promoted_process_failure"", ""tool_validation_error"", ""tve""]"
gpt-oss-120b,httpx__request_model_core__001,python150,core100,False,Adapted,validate_normalize_construct,data_model_coupling,high,True,True,2,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,0.004737,0.004737,0.0,0,11,2322,non_functional,True,False,False,False,False,False,False,usage.json,25,17,674404,16067,690471,,,False,119.969082,passed,[]
gpt-oss-120b,humanize__naturaltime_core__001,python150,core100,False,Direct,serialize_format_render,data_model_coupling,high,True,True,1,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.277442,0.277442,0.52648,169,321,1157,compact_pass,False,True,False,False,False,False,False,usage.json,39,32,1184846,19567,1204413,,,False,158.921913,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 1199 (char 1198). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,importlib_metadata__entry_points_core__001,python150,core100,False,Direct,resource_metadata_loading,config_environment_coupling,high,True,True,1,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,True,True,0.113861,0.113861,0.016304,3,184,1616,non_functional,True,True,False,False,False,False,False,usage.json,60,53,1217520,22787,1240307,,,False,170.233277,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 473 (char 472). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
