task_id,split,source_repo,source_commit,source_group_id,repo_archetype_primary,repo_archetype_secondary,repo_provenance,repo_domain_primary,repo_domain_secondary,feature_family_primary,feature_family_secondary,feature_statefulness,entanglement_primary_original,entanglement_types_original,normalized_entanglement_types,behavioral_risk_tags,codebase_condition_tags,reference_file_count,reference_symbol_count,reference_loc,source_entrypoint_count,direct_internal_dependency_count,transitive_internal_dependency_count,external_dependency_count,static_file_closure_depth,resource_file_count,has_dynamic_import,has_global_state,has_registry,has_framework_lifecycle,adapter_required,public_test_count,hidden_test_count,classification_evidence,classification_confidence,review_status,taxonomy_version
pydantic__field_validator_core__hard3_001,hard50,pydantic,652a61ce4f9d7d76eaada31535807a485ece0e21,pydantic,library,,real_oss_mature,data_modeling,,validate_normalize_construct,,stateless,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;static_transitive_dependency,exception_semantics;ordering_semantics,,2,3,2302,1,0,0,3,0,0,true,false,false,true,NA,1,2,benchmark/tasks/pydantic__field_validator_core__hard3_001/metadata.json;benchmark/tasks/pydantic__field_validator_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/pydantic__field_validator_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/pydantic__field_validator_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/pydantic__field_validator_core__hard3_001/repo/pydantic/functional_validators.py,high,reviewed_v1,v1
pydantic_settings__env_source_core__001,core100,pydantic-settings,2.14.2-installed-snapshot,pydantic_settings,library,,real_oss_mature,configuration,,config_resolve_discover,,lifecycle_state,config_environment_coupling,config_environment_coupling;data_model_coupling;framework_coupling,config_environment;data_model_invariant;framework_lifecycle;static_transitive_dependency,boundary_cases;platform_variation,,21,NA,4678,4,7,11,10,2,0,false,true,false,true,NA,1,4,benchmark/tasks/pydantic_settings__env_source_core__001/metadata.json;benchmark/tasks/pydantic_settings__env_source_core__001/evaluation/oracle_manifest.json;benchmark/tasks/pydantic_settings__env_source_core__001/public_tests/test_public_api.py;benchmark/tasks/pydantic_settings__env_source_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/pydantic_settings__env_source_core__001/repo/pydantic_settings/main.py;benchmark/tasks/pydantic_settings__env_source_core__001/repo/pydantic_settings/sources/providers/aws.py;benchmark/tasks/pydantic_settings__env_source_core__001/repo/pydantic_settings/sources/providers/azure.py,high,reviewed_v1,v1
pydantic_v1__validation_error_core__001,core100,pydantic,5ebcdc13b83fba5da34ad9b0f008f7b4faf89396,pydantic,library,,real_oss_mature,data_modeling,,validate_normalize_construct,,lifecycle_state,framework_coupling,data_model_coupling;framework_coupling;global_state_registry_coupling;implicit_dependency_coupling,data_model_invariant;dynamic_import_plugin;framework_lifecycle;global_state_registry;implicit_runtime_dependency;static_transitive_dependency,boundary_cases;exception_semantics;ordering_semantics,weak_module_boundaries,15,NA,6165,7,13,2,2,2,0,true,true,true,true,NA,4,6,benchmark/tasks/pydantic_v1__validation_error_core__001/metadata.json;benchmark/tasks/pydantic_v1__validation_error_core__001/evaluation/oracle_manifest.json;benchmark/tasks/pydantic_v1__validation_error_core__001/public_tests/test_public_api.py;benchmark/tasks/pydantic_v1__validation_error_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/pydantic_v1__validation_error_core__001/repo/pydantic/class_validators.py;benchmark/tasks/pydantic_v1__validation_error_core__001/repo/pydantic/config.py;benchmark/tasks/pydantic_v1__validation_error_core__001/repo/pydantic/error_wrappers.py,high,reviewed_v1,v1
pygments__formatter_core__001,core100,pygments,2.15.1,pygments,library,,real_oss_mature,parsing,,serialize_format_render,,local_state,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases,,NA,NA,NA,5,8,3,4,2,NA,true,true,true,true,NA,2,3,benchmark/tasks/pygments__formatter_core__001/metadata.json;benchmark/tasks/pygments__formatter_core__001/evaluation/oracle_manifest.json;benchmark/tasks/pygments__formatter_core__001/public_tests/test_formatter_public.py;benchmark/tasks/pygments__formatter_core__001/hidden_tests/test_formatter_hidden.py;benchmark/tasks/pygments__formatter_core__001/repo/pygments/__init__.py;benchmark/tasks/pygments__formatter_core__001/repo/pygments/formatter.py;benchmark/tasks/pygments__formatter_core__001/repo/pygments/formatters/html.py,high,reviewed_v1,v1
pygments__lexer_core__001,core100,pygments,2.15.1,pygments,library,,real_oss_mature,parsing,,parse_tokenize_decode,,local_state,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases,,NA,NA,NA,6,12,1,3,2,NA,true,true,true,false,NA,2,3,benchmark/tasks/pygments__lexer_core__001/metadata.json;benchmark/tasks/pygments__lexer_core__001/evaluation/oracle_manifest.json;benchmark/tasks/pygments__lexer_core__001/public_tests/test_lexer_public.py;benchmark/tasks/pygments__lexer_core__001/hidden_tests/test_lexer_hidden.py;benchmark/tasks/pygments__lexer_core__001/repo/pygments/__init__.py;benchmark/tasks/pygments__lexer_core__001/repo/pygments/lexer.py;benchmark/tasks/pygments__lexer_core__001/repo/pygments/lexers/__init__.py,high,reviewed_v1,v1
pyramid__configurator_action_core__hard3_001,hard50,pyramid,5b13e4a61b479be17c1d97ab504154595813a8f8,pyramid,framework_plugin,,real_oss_mature,application,,workflow_session_orchestration,registry_plugin_dispatch,lifecycle_state,framework_coupling,framework_coupling;implicit_dependency_coupling,framework_lifecycle;implicit_runtime_dependency;static_transitive_dependency,boundary_cases;exception_semantics;lifecycle_semantics,,2,2,581,1,1,0,2,1,0,false,false,true,true,NA,1,3,benchmark/tasks/pyramid__configurator_action_core__hard3_001/metadata.json;benchmark/tasks/pyramid__configurator_action_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/pyramid__configurator_action_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/pyramid__configurator_action_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/pyramid__configurator_action_core__hard3_001/repo/src/pyramid/config/actions.py,medium,ai_assisted_reviewed_v1,v1
pytest__fixture_resolve_core__001,core100,pytest,b55ab2aabb68c0ce94c3903139b062d0c2790152,pytest,developer_tooling,,real_oss_mature,testing,configuration,registry_plugin_dispatch,,lifecycle_state,framework_coupling,framework_coupling;global_state_registry_coupling;implicit_dependency_coupling,framework_lifecycle;global_state_registry;implicit_runtime_dependency,boundary_cases;exception_semantics;lifecycle_semantics,,1,NA,1663,5,0,0,1,0,0,false,true,true,true,NA,2,3,benchmark/tasks/pytest__fixture_resolve_core__001/metadata.json;benchmark/tasks/pytest__fixture_resolve_core__001/evaluation/oracle_manifest.json;benchmark/tasks/pytest__fixture_resolve_core__001/public_tests/test_public_api.py;benchmark/tasks/pytest__fixture_resolve_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/pytest__fixture_resolve_core__001/repo/src/_pytest/fixtures.py,high,reviewed_v1,v1
pytest__ini_markers_core__001,core100,pytest,b55ab2aabb68c0ce94c3903139b062d0c2790152,pytest,developer_tooling,,real_oss_mature,testing,configuration,config_resolve_discover,,stateless,config_environment_coupling,config_environment_coupling;global_state_registry_coupling,config_environment;dynamic_import_plugin;global_state_registry;static_transitive_dependency,boundary_cases;ordering_semantics,,2,NA,1921,3,1,0,2,0,0,true,true,true,false,NA,2,3,benchmark/tasks/pytest__ini_markers_core__001/metadata.json;benchmark/tasks/pytest__ini_markers_core__001/evaluation/oracle_manifest.json;benchmark/tasks/pytest__ini_markers_core__001/public_tests/test_public_api.py;benchmark/tasks/pytest__ini_markers_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/pytest__ini_markers_core__001/repo/src/_pytest/config/__init__.py;benchmark/tasks/pytest__ini_markers_core__001/repo/src/_pytest/mark/__init__.py,high,reviewed_v1,v1
pytest__mark_expression_core__001,core100,pytest,b55ab2aabb68c0ce94c3903139b062d0c2790152,pytest,developer_tooling,,real_oss_mature,testing,configuration,parse_tokenize_decode,,lifecycle_state,parser_state_coupling,framework_coupling;implicit_dependency_coupling;parser_state_coupling,framework_lifecycle;implicit_runtime_dependency;parser_state,boundary_cases,,1,NA,266,3,0,0,0,0,0,false,false,true,true,NA,2,2,benchmark/tasks/pytest__mark_expression_core__001/metadata.json;benchmark/tasks/pytest__mark_expression_core__001/evaluation/oracle_manifest.json;benchmark/tasks/pytest__mark_expression_core__001/public_tests/test_public_api.py;benchmark/tasks/pytest__mark_expression_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/pytest__mark_expression_core__001/repo/src/_pytest/mark/expression.py,high,reviewed_v1,v1
pytest__marker_registry_core__hard3_001,hard50,pytest,83b022078855ea64c5c53bc50bd9299a5a1f1dc0,pytest,developer_tooling,,real_oss_mature,testing,configuration,registry_plugin_dispatch,,global_state,framework_coupling,framework_coupling;global_state_registry_coupling,dynamic_import_plugin;framework_lifecycle;global_state_registry;static_transitive_dependency,boundary_cases;exception_semantics;lifecycle_semantics,,2,2,2500,1,1,0,5,1,0,true,true,true,true,NA,1,3,benchmark/tasks/pytest__marker_registry_core__hard3_001/metadata.json;benchmark/tasks/pytest__marker_registry_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/pytest__marker_registry_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/pytest__marker_registry_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/pytest__marker_registry_core__hard3_001/repo/src/_pytest/config/__init__.py;benchmark/tasks/pytest__marker_registry_core__hard3_001/repo/src/_pytest/mark/structures.py,high,reviewed_v1,v1
pytest__skipif_eval_core__001,core100,pytest,b55ab2aabb68c0ce94c3903139b062d0c2790152,pytest,developer_tooling,,real_oss_mature,testing,configuration,cache_retry_policy,,lifecycle_state,framework_coupling,config_environment_coupling;framework_coupling;implicit_dependency_coupling,config_environment;framework_lifecycle;implicit_runtime_dependency,boundary_cases;exception_semantics,,1,NA,251,1,0,0,0,0,0,false,false,true,true,NA,2,3,benchmark/tasks/pytest__skipif_eval_core__001/metadata.json;benchmark/tasks/pytest__skipif_eval_core__001/evaluation/oracle_manifest.json;benchmark/tasks/pytest__skipif_eval_core__001/public_tests/test_public_api.py;benchmark/tasks/pytest__skipif_eval_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/pytest__skipif_eval_core__001/repo/src/_pytest/skipping.py,high,reviewed_v1,v1
python_box__config_box_core__001,core100,python-box,7.4.1-installed-snapshot,python_box,library,,real_oss_mature,configuration,,config_resolve_discover,,stateless,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;implicit_runtime_dependency;static_transitive_dependency,boundary_cases;exception_semantics,weak_module_boundaries,3,NA,1238,2,2,0,1,1,0,false,false,false,false,NA,3,6,benchmark/tasks/python_box__config_box_core__001/metadata.json;benchmark/tasks/python_box__config_box_core__001/evaluation/oracle_manifest.json;benchmark/tasks/python_box__config_box_core__001/public_tests/test_public_api.py;benchmark/tasks/python_box__config_box_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/python_box__config_box_core__001/repo/box/box.py;benchmark/tasks/python_box__config_box_core__001/repo/box/config_box.py,high,reviewed_v1,v1
python_dateutil__relativedelta_core__001,core100,python-dateutil,1ae807774053c071acc9e7d3d27778fba0a7773e,python_dateutil,library,,real_oss_mature,general_utility,,algorithm_data_structure,,local_state,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;implicit_runtime_dependency;static_transitive_dependency,boundary_cases;exception_semantics,,2,NA,561,3,1,0,1,0,0,false,false,false,false,NA,4,9,benchmark/tasks/python_dateutil__relativedelta_core__001/metadata.json;benchmark/tasks/python_dateutil__relativedelta_core__001/evaluation/oracle_manifest.json;benchmark/tasks/python_dateutil__relativedelta_core__001/public_tests/test_public_api.py;benchmark/tasks/python_dateutil__relativedelta_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/python_dateutil__relativedelta_core__001/repo/dateutil/_common.py;benchmark/tasks/python_dateutil__relativedelta_core__001/repo/dateutil/relativedelta.py,high,reviewed_v1,v1
python_dateutil__rrule_core__001,core100,python-dateutil,1ae807774053c071acc9e7d3d27778fba0a7773e,python_dateutil,library,,real_oss_mature,general_utility,,protocol_state_transition,,session_state,parser_state_coupling,global_state_registry_coupling;implicit_dependency_coupling;parser_state_coupling,global_state_registry;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;exception_semantics;lifecycle_semantics,weak_module_boundaries,3,NA,1631,5,2,0,1,1,0,false,true,false,false,NA,4,6,benchmark/tasks/python_dateutil__rrule_core__001/metadata.json;benchmark/tasks/python_dateutil__rrule_core__001/evaluation/oracle_manifest.json;benchmark/tasks/python_dateutil__rrule_core__001/public_tests/test_public_api.py;benchmark/tasks/python_dateutil__rrule_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/python_dateutil__rrule_core__001/repo/dateutil/easter.py;benchmark/tasks/python_dateutil__rrule_core__001/repo/dateutil/rrule.py,high,reviewed_v1,v1
python_dotenv__env_parse_core__001,core100,python-dotenv,751f8c148222e58aa173c83c4e5e6cfccb2cc124,python_dotenv,library,,real_oss_mature,configuration,,config_resolve_discover,parse_tokenize_decode,stateless,config_environment_coupling,config_environment_coupling;implicit_dependency_coupling;parser_state_coupling,config_environment;dynamic_import_plugin;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;exception_semantics;mutation_side_effects,weak_module_boundaries,3,NA,609,6,2,0,0,0,0,true,false,true,true,NA,5,10,benchmark/tasks/python_dotenv__env_parse_core__001/metadata.json;benchmark/tasks/python_dotenv__env_parse_core__001/evaluation/oracle_manifest.json;benchmark/tasks/python_dotenv__env_parse_core__001/public_tests/test_public_api.py;benchmark/tasks/python_dotenv__env_parse_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/python_dotenv__env_parse_core__001/repo/src/dotenv/main.py;benchmark/tasks/python_dotenv__env_parse_core__001/repo/src/dotenv/parser.py;benchmark/tasks/python_dotenv__env_parse_core__001/repo/src/dotenv/variables.py,high,reviewed_v1,v1
python_frontmatter__roundtrip_core__001,core100,python-frontmatter,dc7c0af5466b104e0ba01ae3c5b2cd77edc27292,python_frontmatter,library,,real_oss_mature,parsing,,serialize_format_render,parse_tokenize_decode,local_state,parser_state_coupling,config_environment_coupling;parser_state_coupling;third_party_dependency_coupling,config_environment;parser_state;static_transitive_dependency;third_party_contract,boundary_cases;lifecycle_semantics,,4,NA,530,8,3,0,2,1,1,false,false,false,false,NA,3,10,benchmark/tasks/python_frontmatter__roundtrip_core__001/metadata.json;benchmark/tasks/python_frontmatter__roundtrip_core__001/evaluation/oracle_manifest.json;benchmark/tasks/python_frontmatter__roundtrip_core__001/public_tests/test_public_api.py;benchmark/tasks/python_frontmatter__roundtrip_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/python_frontmatter__roundtrip_core__001/repo/frontmatter/__init__.py;benchmark/tasks/python_frontmatter__roundtrip_core__001/repo/frontmatter/default_handlers.py,high,reviewed_v1,v1
python_multipart__form_parse_core__001,core100,python-multipart,98080c5de45bc23317577086dd9076ba85bc9ce2,python_multipart,library,,real_oss_mature,parsing,,parse_tokenize_decode,,local_state,parser_state_coupling,implicit_dependency_coupling;parser_state_coupling;resource_coupling,implicit_runtime_dependency;parser_state;resource_packaging;static_transitive_dependency,boundary_cases;exception_semantics;lifecycle_semantics;mutation_side_effects;ordering_semantics,weak_module_boundaries,4,NA,1799,9,2,0,0,1,0,false,false,false,false,NA,5,8,benchmark/tasks/python_multipart__form_parse_core__001/metadata.json;benchmark/tasks/python_multipart__form_parse_core__001/evaluation/oracle_manifest.json;benchmark/tasks/python_multipart__form_parse_core__001/public_tests/test_public_api.py;benchmark/tasks/python_multipart__form_parse_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/python_multipart__form_parse_core__001/repo/python_multipart/decoders.py;benchmark/tasks/python_multipart__form_parse_core__001/repo/python_multipart/multipart.py,high,reviewed_v1,v1
pyyaml__safe_load_dump__001,core100,PyYAML,6.0.1-installed-snapshot,pyyaml,library,,real_oss_mature,parsing,,serialize_format_render,serialize_format_render,local_state,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;exception_semantics;lifecycle_semantics;ordering_semantics,weak_module_boundaries,17,NA,5116,6,7,8,0,2,0,true,false,true,false,NA,2,4,benchmark/tasks/pyyaml__safe_load_dump__001/metadata.json;benchmark/tasks/pyyaml__safe_load_dump__001/evaluation/oracle_manifest.json;benchmark/tasks/pyyaml__safe_load_dump__001/public_tests/test_public_api.py;benchmark/tasks/pyyaml__safe_load_dump__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/pyyaml__safe_load_dump__001/repo/yaml/__init__.py;benchmark/tasks/pyyaml__safe_load_dump__001/repo/yaml/constructor.py;benchmark/tasks/pyyaml__safe_load_dump__001/repo/yaml/error.py,high,reviewed_v1,v1
readme_renderer__content_type_core__hard3_001,hard50,readme_renderer,84183e8826847c809800184038f05d2d91b8d366,readme_renderer,developer_tooling,,real_oss_mature,packaging,,serialize_format_render,,local_state,data_model_coupling,data_model_coupling;third_party_dependency_coupling,data_model_invariant;static_transitive_dependency;third_party_contract,boundary_cases,,2,1,150,1,0,0,0,0,0,false,false,false,false,NA,1,3,benchmark/tasks/readme_renderer__content_type_core__hard3_001/metadata.json;benchmark/tasks/readme_renderer__content_type_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/readme_renderer__content_type_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/readme_renderer__content_type_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/readme_renderer__content_type_core__hard3_001/repo/readme_renderer/__init__.py,high,reviewed_v1,v1
redis__resp_parser_core__001,core100,redis,8.0.1-installed-snapshot,redis,library,,real_oss_mature,networking,,protocol_state_transition,,session_state,parser_state_coupling,implicit_dependency_coupling;parser_state_coupling,implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;exception_semantics,,NA,NA,NA,4,5,3,3,3,NA,false,true,true,false,NA,2,3,benchmark/tasks/redis__resp_parser_core__001/metadata.json;benchmark/tasks/redis__resp_parser_core__001/evaluation/oracle_manifest.json;benchmark/tasks/redis__resp_parser_core__001/public_tests/test_public_api.py;benchmark/tasks/redis__resp_parser_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/redis__resp_parser_core__001/repo/redis/_parsers/base.py;benchmark/tasks/redis__resp_parser_core__001/repo/redis/_parsers/encoders.py;benchmark/tasks/redis__resp_parser_core__001/repo/redis/_parsers/hiredis.py,high,reviewed_v1,v1
referencing__json_schema_refs_core__001,core100,referencing,0.30.2-installed-snapshot,referencing,library,,real_oss_mature,data_modeling,,config_resolve_discover,,local_state,data_model_coupling,data_model_coupling;parser_state_coupling;third_party_dependency_coupling,data_model_invariant;parser_state;third_party_contract,boundary_cases;exception_semantics;lifecycle_semantics,,NA,NA,NA,4,6,0,2,1,NA,false,false,true,false,NA,1,4,benchmark/tasks/referencing__json_schema_refs_core__001/metadata.json;benchmark/tasks/referencing__json_schema_refs_core__001/evaluation/oracle_manifest.json;benchmark/tasks/referencing__json_schema_refs_core__001/public_tests/test_public_api.py;benchmark/tasks/referencing__json_schema_refs_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/referencing__json_schema_refs_core__001/repo/referencing/__init__.py;benchmark/tasks/referencing__json_schema_refs_core__001/repo/referencing/_core.py;benchmark/tasks/referencing__json_schema_refs_core__001/repo/referencing/jsonschema.py,medium,ai_assisted_reviewed_v1,v1
requests_cache__cache_key_core__hard3_001,hard50,requests_cache,df44b695a31401c617fa4725d189578c1d603ae1,requests_cache,library,,real_oss_mature,networking,general_utility,cache_retry_policy,,stateless,third_party_dependency_coupling,data_model_coupling;implicit_dependency_coupling;third_party_dependency_coupling,data_model_invariant;implicit_runtime_dependency;static_transitive_dependency;third_party_contract,ordering_semantics,weak_module_boundaries,6,8,515,5,1,0,5,1,2,false,false,false,false,NA,3,5,benchmark/tasks/requests_cache__cache_key_core__hard3_001/metadata.json;benchmark/tasks/requests_cache__cache_key_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/requests_cache__cache_key_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/requests_cache__cache_key_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/requests_cache__cache_key_core__hard3_001/repo/requests_cache/cache_keys.py;benchmark/tasks/requests_cache__cache_key_core__hard3_001/repo/requests_cache/policy/directives.py;benchmark/tasks/requests_cache__cache_key_core__hard3_001/repo/requests_cache/policy/expiration.py,high,reviewed_v1,v1
responses__request_matcher_core__hard3_001,hard50,responses,983a4975c969432d468c35085b613a3bec0edc46,responses,library,,real_oss_mature,testing,,registry_plugin_dispatch,,lifecycle_state,third_party_dependency_coupling,data_model_coupling;third_party_dependency_coupling,data_model_invariant;static_transitive_dependency;third_party_contract,boundary_cases;ordering_semantics,,3,4,1563,2,1,0,5,1,0,false,false,true,true,true,1,2,benchmark/tasks/responses__request_matcher_core__hard3_001/metadata.json;benchmark/tasks/responses__request_matcher_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/responses__request_matcher_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/responses__request_matcher_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/responses__request_matcher_core__hard3_001/repo/responses/__init__.py;benchmark/tasks/responses__request_matcher_core__hard3_001/repo/responses/matchers.py;benchmark/tasks/responses__request_matcher_core__hard3_001/repo/responses/registries.py,high,reviewed_v1,v1
returns__result_pipeline_core__hard3_001,hard50,returns,b158f518a6a32b7d4648e88c9819626ca6082354,returns,library,,real_oss_mature,general_utility,,workflow_session_orchestration,,stateless,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;implicit_runtime_dependency,boundary_cases;exception_semantics,,1,3,444,2,0,0,2,0,0,false,false,false,false,NA,1,2,benchmark/tasks/returns__result_pipeline_core__hard3_001/metadata.json;benchmark/tasks/returns__result_pipeline_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/returns__result_pipeline_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/returns__result_pipeline_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/returns__result_pipeline_core__hard3_001/repo/returns/pipeline.py;benchmark/tasks/returns__result_pipeline_core__hard3_001/repo/returns/result.py,high,reviewed_v1,v1
rfc3986__uri_parse_core__001,core100,rfc3986,2.0.0-installed-snapshot,rfc3986,library,,real_oss_mature,parsing,,parse_tokenize_decode,,local_state,parser_state_coupling,data_model_coupling;parser_state_coupling,data_model_invariant;parser_state;static_transitive_dependency,boundary_cases,,10,NA,1882,4,4,4,1,3,0,false,false,false,false,NA,3,6,benchmark/tasks/rfc3986__uri_parse_core__001/metadata.json;benchmark/tasks/rfc3986__uri_parse_core__001/evaluation/oracle_manifest.json;benchmark/tasks/rfc3986__uri_parse_core__001/public_tests/test_public_api.py;benchmark/tasks/rfc3986__uri_parse_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/rfc3986__uri_parse_core__001/repo/rfc3986/api.py;benchmark/tasks/rfc3986__uri_parse_core__001/repo/rfc3986/builder.py,high,reviewed_v1,v1
rich__markup_parse_core__001,core100,rich,13.7.1-installed-snapshot,rich,library,,real_oss_mature,parsing,,parse_tokenize_decode,,local_state,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;parser_state;static_transitive_dependency,boundary_cases;exception_semantics,weak_module_boundaries,79,NA,23244,4,20,49,7,5,1,true,true,true,true,NA,1,3,benchmark/tasks/rich__markup_parse_core__001/metadata.json;benchmark/tasks/rich__markup_parse_core__001/evaluation/oracle_manifest.json;benchmark/tasks/rich__markup_parse_core__001/public_tests/test_public_api.py;benchmark/tasks/rich__markup_parse_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/rich__markup_parse_core__001/repo/rich/__init__.py;benchmark/tasks/rich__markup_parse_core__001/repo/rich/console.py;benchmark/tasks/rich__markup_parse_core__001/repo/rich/errors.py,high,reviewed_v1,v1
ruamel_yaml__roundtrip_core__001,core100,ruamel.yaml,0.18.6-installed-snapshot,ruamel_yaml,library,,real_oss_mature,parsing,,serialize_format_render,,local_state,parser_state_coupling,data_model_coupling;parser_state_coupling,data_model_invariant;dynamic_import_plugin;parser_state;static_transitive_dependency,boundary_cases;lifecycle_semantics;mutation_side_effects,,29,NA,12778,3,13,14,4,2,0,true,false,false,false,NA,2,5,benchmark/tasks/ruamel_yaml__roundtrip_core__001/metadata.json;benchmark/tasks/ruamel_yaml__roundtrip_core__001/evaluation/oracle_manifest.json;benchmark/tasks/ruamel_yaml__roundtrip_core__001/public_tests/test_public_api.py;benchmark/tasks/ruamel_yaml__roundtrip_core__001/hidden_tests/test_hidden_behavior.py;benchmark/tasks/ruamel_yaml__roundtrip_core__001/repo/ruamel/yaml/constructor.py;benchmark/tasks/ruamel_yaml__roundtrip_core__001/repo/ruamel/yaml/main.py,high,reviewed_v1,v1
schema__nested_validate_core__hard3_001,hard50,schema,310a1239b62f500284ce3bd91b7dabf70467f23e,schema,library,,real_oss_mature,data_modeling,,validate_normalize_construct,,stateless,data_model_coupling,data_model_coupling;parser_state_coupling,data_model_invariant;parser_state,exception_semantics,,1,4,839,1,0,0,1,0,0,false,false,true,false,NA,1,3,benchmark/tasks/schema__nested_validate_core__hard3_001/metadata.json;benchmark/tasks/schema__nested_validate_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/schema__nested_validate_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/schema__nested_validate_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/schema__nested_validate_core__hard3_001/repo/schema/__init__.py,high,reviewed_v1,v1
scrapy__item_loader_core__hard3_001,hard50,scrapy,dd10cb8e9a982fe3d311078d6e1207596e272717,scrapy,framework_plugin,,real_oss_mature,application,,registry_plugin_dispatch,,lifecycle_state,framework_coupling,data_model_coupling;framework_coupling,data_model_invariant;dynamic_import_plugin;framework_lifecycle;static_transitive_dependency,boundary_cases;exception_semantics,,2,3,195,2,1,0,3,0,0,true,false,true,true,NA,1,2,benchmark/tasks/scrapy__item_loader_core__hard3_001/metadata.json;benchmark/tasks/scrapy__item_loader_core__hard3_001/evaluation/oracle_manifest.json;benchmark/tasks/scrapy__item_loader_core__hard3_001/public_tests/test_public_contract.py;benchmark/tasks/scrapy__item_loader_core__hard3_001/hidden_tests/test_hidden_contract.py;benchmark/tasks/scrapy__item_loader_core__hard3_001/repo/scrapy/item.py;benchmark/tasks/scrapy__item_loader_core__hard3_001/repo/scrapy/loader/__init__.py,high,reviewed_v1,v1
