task_id,run_id,model,task_type,dynamic_state_task,public_pass,hidden_pass,functional_pass,extraction_ratio,copied_file_count,copied_loc,repeated_file_reads,repeated_line_reads,tool_error_count,harness_format_error_count,closure_plan_present,self_generated_tests,hidden_risk_discussed,stop_reason,primary_failure,trajectory_path,evaluation_path,evidence_step_ids
pluggy__hook_call_order__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pluggy__hook_call_order__001,openai/Qwen3.6-27B-FP8,framework_coupling,true,true,true,true,0.992997,6,709,0,0,0,0,false,false,false,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pluggy__hook_call_order__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pluggy__hook_call_order__001/eval/result.json,"[""513100ae-7160-4d0a-9f04-cd1a168630dd"",""3e34dad0-3956-4105-a842-3e551218a9dd""]"
coverage__config_merge_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/coverage__config_merge_core__001,openai/Qwen3.6-27B-FP8,config_environment_coupling,false,true,false,false,1.000000,2,232,0,0,0,0,false,false,false,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/coverage__config_merge_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/coverage__config_merge_core__001/eval/result.json,"[""92171967-3612-424a-ba42-42bdd53aacc7"",""38ca8feb-7689-4d13-945f-a8c3bda0bfba"",""eval:hidden_tests""]"
coverage__glob_matcher_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/coverage__glob_matcher_core__001,openai/Qwen3.6-27B-FP8,resource_coupling,true,true,false,false,1.000000,2,157,0,0,0,0,false,false,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/coverage__glob_matcher_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/coverage__glob_matcher_core__001/eval/result.json,"[""f0d5cd7d-b67a-4716-9c76-46ab720f9ad9"",""3b194415-c81b-49ba-b9c6-d2a9252525e8"",""eval:hidden_tests""]"
coverage__path_remap_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/coverage__path_remap_core__001,openai/Qwen3.6-27B-FP8,resource_coupling,true,true,true,true,1.000000,3,231,0,0,0,1,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/coverage__path_remap_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/coverage__path_remap_core__001/eval/result.json,"[""c09dd6e5-12a4-4471-a323-3c7803bcdd51"",""f6beed1d-a445-4d08-b296-a5153cb4e0bf"",""3a653300-98b2-4741-a009-e9ef20fab80d""]"
coverage__source_selection_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/coverage__source_selection_core__001,openai/Qwen3.6-27B-FP8,config_environment_coupling,true,true,true,true,1.000000,10,375,25,7,2,1,true,false,false,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/coverage__source_selection_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/coverage__source_selection_core__001/eval/result.json,"[""c67ab094-06b4-4a75-acdb-bbcd07bd6d71"",""52871fe8-9131-4787-9afe-d9ebca782a8f"",""b97ccff1-6ce2-4c59-b632-3a3085ba9778"",""d99de3a3-d152-4529-b532-ebb2250aec17"",""eeb1066d-3b1d-44d7-99dc-3b8d6c863e63"",""4ea2675e-8b08-41a4-bc11-597da3c5983c"",""793ef269-e9a1-4d99-9936-b14281ef41cd"",""0d3d5837-97e1-44dc-906b-49567866b88c"",""527d76d7-97bc-4375-9f05-7ee80faa2aff""]"
pytest__ini_markers_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pytest__ini_markers_core__001,openai/Qwen3.6-35B-A3B-FP8,config_environment_coupling,true,true,false,false,0.000668,1,51,0,0,0,5,false,false,true,explicit_finish,hidden_behavior_contract_failure,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pytest__ini_markers_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pytest__ini_markers_core__001/eval/result.json,"[""e5e8b7a5-09a5-49a6-b360-fd12819629ce"",""7bcadb1e-cbb7-4b6d-bd08-1a446cf359d2"",""881a8482-1816-48fa-9035-e73c0f66d1e8"",""4c631c7d-1c7c-45f8-8ef2-0463b4ec3623"",""eval:hidden_tests""]"
pygments__lexer_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pygments__lexer_core__001,openai/Qwen3.6-35B-A3B-FP8,parser_state_coupling,true,false,false,false,0.001443,1,148,0,0,0,10,false,false,false,agent_exit:passed,public_api_or_interface_failure,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pygments__lexer_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pygments__lexer_core__001/eval/result.json,"[""d0a54e6e-c12b-4a96-9c6d-f7375e1d70c9"",""9e47e7cd-953d-4fb4-8c21-e4f267d2c649"",""48c5c1eb-f336-4580-a53c-62597edad905"",""eval:public_tests"",""eval:hidden_tests""]"
pytest__skipif_eval_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pytest__skipif_eval_core__001,openai/Qwen3.6-35B-A3B-FP8,framework_coupling,true,true,true,true,0.001624,3,124,0,0,0,5,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pytest__skipif_eval_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pytest__skipif_eval_core__001/eval/result.json,"[""8aec4177-3dce-495f-af1c-18afc0f55a66"",""164c14af-6d41-4eab-8957-6467ae9833d9"",""c69a191c-8a64-4615-81ca-91ad016fb145"",""23a37223-0487-4230-8eb5-0730e0e5e1b1""]"
pytest__fixture_resolve_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pytest__fixture_resolve_core__001,openai/Qwen3.6-35B-A3B-FP8,framework_coupling,true,true,false,false,0.002554,2,195,8,0,0,3,false,false,false,explicit_finish,hidden_interface_or_closure_failure,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pytest__fixture_resolve_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pytest__fixture_resolve_core__001/eval/result.json,"[""cb4f1119-49d9-4cc1-ae5c-ff4d6bfe8624"",""228d6411-6f1c-4339-9d20-eea010d47215"",""240c4474-e554-43f9-b124-1e094b50c2cd"",""69ca8ea4-de36-4102-8126-0d9dc38c24d6"",""125042e4-7b8b-452f-a47c-f689a24dde8b"",""9edf78ef-8ca1-42a6-be01-b556876186d3"",""eval:hidden_tests""]"
pytest__mark_expression_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pytest__mark_expression_core__001,openai/Qwen3.6-35B-A3B-FP8,parser_state_coupling,false,true,true,true,0.003497,2,267,0,0,1,0,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pytest__mark_expression_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pytest__mark_expression_core__001/eval/result.json,"[""46543812-5eb6-47d4-afb0-06d0e4ae8fc7"",""3b2cfa70-8117-475b-99d3-f86895cb8f6e"",""670afb8c-7167-4a50-b688-8576737c40f6""]"
pygments__formatter_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pygments__formatter_core__001,openai/Qwen3.6-35B-A3B-FP8,parser_state_coupling,false,false,false,false,0.003811,5,391,5,3,0,7,false,false,false,agent_exit:passed,public_api_or_interface_failure,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pygments__formatter_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pygments__formatter_core__001/eval/result.json,"[""c625f3e8-aa83-4beb-ad7f-1acc3f649593"",""340af915-aed3-463d-b580-e8f139b2418c"",""de574e1d-e630-4155-92bc-dcf1626ae188"",""0cfbb532-ae9b-47b9-b4e3-df7acb61ff2a"",""4585fd1d-8dd2-4268-9516-0b17378de011"",""11cdd37e-110d-4730-adce-7a7445f5df89"",""626c2327-faf8-4e43-adac-dfeef008a5cb"",""eval:public_tests"",""eval:hidden_tests""]"
pendulum__parse_format_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pendulum__parse_format_core__001,openai/Qwen3.6-35B-A3B-FP8,parser_state_coupling,false,,,false,0.011118,4,131,17,17,1,13,false,false,true,agent_exit:passed,evaluator_or_environment_error,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pendulum__parse_format_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/pendulum__parse_format_core__001/eval/result.json,"[""8752ff48-1d63-4649-91fa-8bc7ecb17101"",""d4ae3849-6966-49ad-a0f2-3e8fa0a207f6"",""3eef4200-3b71-4adf-bfba-f50bc05fe0f0"",""da796451-fe07-4f02-bc86-6ad30bdf88c8"",""7a0d47d6-cddd-4630-a6ea-b25ff66b3723"",""eval:build"",""eval:dependency_install_failed""]"
faker__provider_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/faker__provider_core__001,openai/Qwen3.6-35B-A3B-FP8,resource_coupling,true,false,false,false,0.032126,12,10813,1,1,4,21,false,false,true,agent_exit:passed,public_api_or_interface_failure,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/faker__provider_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/faker__provider_core__001/eval/result.json,"[""ee5ea007-3bc4-44b4-aa74-87ffb8402bd1"",""fc516108-2ecf-413f-98c2-658a3331bd52"",""3cb34a73-ea4d-4905-b16a-2a010a8d1b93"",""549f659f-32c4-4e82-ba94-9daaf6da273c"",""b90784cb-c308-4fa5-a142-0388d1bcde0b"",""372da87f-545b-40cc-bd24-f43833b0f56a"",""eval:public_tests"",""eval:hidden_tests""]"
passlib__hash_context_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/passlib__hash_context_core__001,openai/Qwen3.6-35B-A3B-FP8,data_model_coupling,true,,,false,0.034588,7,1016,1,1,6,17,false,false,false,agent_exit:passed,packaging_or_build_failure,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/passlib__hash_context_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/passlib__hash_context_core__001/eval/result.json,"[""c19f55c9-7bb0-473f-8c23-5f04adce36c3"",""99b01a91-b8a1-4a00-9c20-04a0d5abda6b"",""22747625-1ad5-4795-a699-33a1d04ff5e2"",""80d8963d-de84-436a-8056-9331345dd92d"",""a38761d8-0720-4d07-9512-f3af5a26c934"",""8ac5e31a-2eca-47b5-9f7f-a32535f5a608"",""eval:build""]"
dynaconf__settings_merge_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/dynaconf__settings_merge_core__001,openai/Qwen3.6-35B-A3B-FP8,config_environment_coupling,false,false,false,false,0.043850,9,943,0,0,0,13,true,false,false,agent_exit:passed,public_api_or_interface_failure,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/dynaconf__settings_merge_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/dynaconf__settings_merge_core__001/eval/result.json,"[""6f49627a-a9e8-431a-b3df-a46d2a180f7d"",""35249f54-718e-4514-9d2d-f406f5e34151"",""6c4f4ebe-9fc8-459b-a71a-93e4e6ef7ac3"",""eval:public_tests"",""eval:hidden_tests""]"
coverage__report_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/coverage__report_core__001,openai/Qwen3.6-35B-A3B-FP8,config_environment_coupling,false,true,true,true,0.052945,11,1802,1,0,0,1,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/coverage__report_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/coverage__report_core__001/eval/result.json,"[""ef0ddec2-476d-4f0a-9ffd-c90e5987c7db"",""2d742907-4d73-4821-9f41-6a2def303eee"",""16c5d179-fedf-48bd-9861-0fa6f00006fc"",""9cc06c2e-9770-4cec-9e72-e9230b12ae3c""]"
boltons__iterutils_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/boltons__iterutils_core__001,openai/Qwen3.6-35B-A3B-FP8,data_model_coupling,false,true,true,true,0.079579,2,348,5,0,0,4,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/boltons__iterutils_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/boltons__iterutils_core__001/eval/result.json,"[""ab652326-d538-4f21-ad89-08b8b9c0b5ce"",""82e26cb7-ee0a-46aa-b0a3-4ac86f99d0da"",""5c3463e3-5349-4965-aa02-5154942fa6ea"",""d97fe99c-9068-46d6-a3c2-e5b44c0e8f44"",""515baa15-6510-48e0-b2b8-ed3cd66bcac9"",""8bde5e5a-cd7c-41ec-ae34-813d02f25e99""]"
sortedcontainers__sorted_list_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/sortedcontainers__sorted_list_core__001,openai/Qwen3.6-35B-A3B-FP8,data_model_coupling,false,true,true,true,0.084670,2,702,5,0,0,4,true,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/sortedcontainers__sorted_list_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/sortedcontainers__sorted_list_core__001/eval/result.json,"[""3cf321fe-174e-4798-a5a9-d6bc50591aa8"",""8c1956bf-6a63-406d-b83a-a48880cc28e3"",""9018dbe6-0f9b-4ced-9cec-86854c31c28f"",""401dc9f3-b4ab-4eb8-82b9-40a3cb4fe671"",""dff0b9db-5402-40a5-b9b2-f60bc865dc98"",""aa08ae22-a933-442c-9c69-97fa36724f75""]"
vibe_app__plugin_registry_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/vibe_app__plugin_registry_core__001,openai/Qwen3.6-35B-A3B-FP8,legacy_vibe_clutter,true,true,true,true,0.086649,5,98,0,0,0,2,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/vibe_app__plugin_registry_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/vibe_app__plugin_registry_core__001/eval/result.json,"[""77e47c19-358c-4982-8a02-b9537fb354bf"",""6e45d0d2-e8d2-4fd5-a0e8-fd99cf11acf2"",""e9863b6c-ec0f-4f1a-8dd0-de7c2621964b"",""b2642258-2de8-4039-af03-5e66eb3d0da6""]"
networkx__dag_topo_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/networkx__dag_topo_core__001,openai/Qwen3.6-35B-A3B-FP8,data_model_coupling,false,false,false,false,0.092439,9,1005,0,0,1,5,true,false,true,explicit_finish,public_behavior_failure,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/networkx__dag_topo_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/networkx__dag_topo_core__001/eval/result.json,"[""69cba4e8-1843-4e42-a03c-95d5ef420de2"",""5d2fe6f3-1697-4bc0-973b-7338ca199f36"",""43f0b4ac-c921-46c3-aec8-21a2e9a6eff9"",""1199b0ec-c3df-4939-a0f0-4deadd4f4284"",""07d69ae9-c4c6-44ab-9fd9-b287f4a0ae96"",""eval:public_tests"",""eval:hidden_tests""]"
babel__plural_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/babel__plural_core__001,openai/Qwen3.6-35B-A3B-FP8,third_party_dependency_coupling,true,true,true,true,0.094763,810,798,0,0,0,5,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/babel__plural_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/babel__plural_core__001/eval/result.json,"[""591b0618-6f16-48e0-85c7-81acd7ef4e23"",""83889427-5837-41ba-98b0-7a7cf04ef650"",""5d506557-e244-47e0-99e8-4b8ac497e44d"",""294f8711-c47b-4dc3-b229-b532b1702e72""]"
vibe_app__pricing_rules_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/vibe_app__pricing_rules_core__001,openai/Qwen3.6-35B-A3B-FP8,legacy_vibe_clutter,true,true,true,true,0.094801,5,62,0,0,0,1,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/vibe_app__pricing_rules_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/vibe_app__pricing_rules_core__001/eval/result.json,"[""a98eb0fa-6f19-4999-a0bf-948629962b6e"",""c5431efc-c8e8-4a05-acc9-c5c55da290a7"",""62245eec-2c73-405a-8f2a-980c46ca7e4e""]"
httpx__request_model_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/httpx__request_model_core__001,openai/Qwen3.6-35B-A3B-FP8,data_model_coupling,false,false,false,false,0.097314,6,710,11,7,1,6,true,false,true,agent_exit:passed,public_api_or_interface_failure,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/httpx__request_model_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/httpx__request_model_core__001/eval/result.json,"[""94fa7d61-18b0-435b-a05e-605fe4f4a539"",""8d69d75d-89e6-42db-a4af-cb75be6ee752"",""423c9efb-72b2-4240-b8d8-eed5d2398978"",""aecf6b60-0481-4aae-84a5-a86b08ba5a37"",""0ecd5712-e397-4f89-88d7-18bf1af7bd81"",""b485c42a-cdc9-4666-be56-31bb56780b92"",""4090dea9-55bc-4415-a60f-e693700e9a98"",""eval:public_tests"",""eval:hidden_tests""]"
vibe_app__session_registry_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/vibe_app__session_registry_core__001,openai/Qwen3.6-35B-A3B-FP8,legacy_vibe_clutter,true,true,true,true,0.107100,5,89,0,0,0,2,false,false,false,explicit_finish,passed,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/vibe_app__session_registry_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/vibe_app__session_registry_core__001/eval/result.json,"[""f84d4098-90cf-4767-b8b4-874e0b0f0000"",""7c4b055f-8c1e-4f0e-9905-37c8b7017fb2"",""77e08660-07cf-4655-ad23-7f2bbc018947"",""3ec02e3a-fc12-492a-9fc8-60c0e70ddf1c""]"
vibe_app__rules_engine_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/vibe_app__rules_engine_core__001,openai/Qwen3.6-35B-A3B-FP8,legacy_vibe_clutter,true,true,true,true,0.132371,5,110,0,0,0,1,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/vibe_app__rules_engine_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/vibe_app__rules_engine_core__001/eval/result.json,"[""73792d0b-741d-40cc-92bf-f9ee08d14ab9"",""7be71316-8b04-45cb-9d88-a1983c2979e8"",""35b484ed-b9f5-425e-a746-c2fc3be4ef82""]"
redis__resp_parser_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/redis__resp_parser_core__001,openai/Qwen3.6-35B-A3B-FP8,parser_state_coupling,false,true,true,true,0.141148,9,590,7,6,6,10,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/redis__resp_parser_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/redis__resp_parser_core__001/eval/result.json,"[""4339d0fb-26eb-4d92-8a7b-3cafc8080eb1"",""058ea411-32f1-4a0f-8f9f-813024d0578c"",""7923b8d1-bffc-4ab7-9155-599c645395bd"",""061d6707-516a-4fd9-90ae-69585f2c825f"",""b6690dba-06dd-49ab-a654-0fd877c556ea"",""4e10dedc-a974-43d9-85ca-871c9cedf673"",""ea52ceb4-9057-4650-b899-0b1d729d06d5"",""f5bc19f0-1c09-4177-8fa4-88dea3a73aca"",""4778b808-a23b-400f-8bcc-ddbc9c5b0c85""]"
jinja2__lexer_parser_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/jinja2__lexer_parser_core__001,openai/Qwen3.6-35B-A3B-FP8,parser_state_coupling,true,,,false,0.147989,8,2694,0,0,1,6,true,false,true,explicit_finish,evaluator_or_environment_error,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/jinja2__lexer_parser_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/jinja2__lexer_parser_core__001/eval/result.json,"[""1fb06227-236a-4ffc-ae4f-ad30d4f29d94"",""4f15131f-a422-4eb1-a4fb-5c243c281155"",""2fee9370-bbf9-4089-9157-2893e9f9a3fd"",""ee722c79-a4ee-44eb-87a6-062c4720a179"",""04f61f53-0f88-4a72-8cec-d5798fcfa4ee"",""eval:build"",""eval:dependency_install_failed""]"
werkzeug__routing_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/werkzeug__routing_core__001,openai/Qwen3.6-35B-A3B-FP8,framework_coupling,true,true,true,true,0.149855,14,2374,0,0,0,12,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/werkzeug__routing_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/werkzeug__routing_core__001/eval/result.json,"[""4156eb3e-6d2e-4437-9246-cc2d684d2dc1"",""a7fa3305-0955-4b07-9d80-80c908705bad"",""565d0eac-da8e-4d38-bda8-6a6f89c35ad3"",""bd0a0d8f-01f9-4d2f-a856-ec4af9aba421""]"
wsproto__frame_parse_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/wsproto__frame_parse_core__001,openai/Qwen3.6-35B-A3B-FP8,parser_state_coupling,true,true,true,true,0.155068,2,488,0,0,0,2,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/wsproto__frame_parse_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/wsproto__frame_parse_core__001/eval/result.json,"[""94ccc504-1073-4e02-a67e-6c2aa3cc8ea1"",""d8552abb-15c6-45ac-81f4-364598231367"",""b1013b4f-4088-443a-93e2-804fe8c72a7d"",""657a43d9-0abc-404d-b52b-5fb89973ec29""]"
urllib3__retry_backoff_core__001,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/urllib3__retry_backoff_core__001,openai/Qwen3.6-35B-A3B-FP8,config_environment_coupling,false,true,true,true,0.167874,4,394,1,0,0,2,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/urllib3__retry_backoff_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-35b-a3b-fp8/qwen36-35b-a3b-fp8-main-20260704-001313/urllib3__retry_backoff_core__001/eval/result.json,"[""685f6966-ca08-42cf-aa64-517b2d954852"",""c60dabc7-5753-44b3-a9d5-9465da4ef1e9"",""b9fa1d0e-effe-4ec5-89c7-2b799e48b3a8"",""eda589b8-a69b-484d-a21f-d494942f5e7b"",""9e64e3ed-0b4e-4440-b412-df188c8918c2""]"
